PRIORITY_TAC;LAUNCH;PRICE
1875135380;2018-03-07;87100.0
-2014976102;2018-03-07;87100.0
-1478337623;2011-11-29;30400.0
527931205;2018-03-07;87100.0
1774931508;2018-03-07;87100.0
1683386667;2018-03-07;87100.0
1348989378;2011-11-29;30400.0
-1206357546;2011-11-29;30400.0
1021265973;2011-11-29;30400.0
112828961;2011-11-29;30400.0
-870788143;2011-11-29;30400.0
-433574316;2018-03-07;87100.0
1707395118;2018-03-07;87100.0
1814805261;2011-11-29;30400.0
-279897171;2011-11-29;30400.0
273542293;2018-03-07;87100.0
-2030922055;2011-11-29;30400.0
1167186393;2012-03-06;30400.0
457210783;2018-03-07;87100.0
13458551;2018-03-07;87100.0
127216816;2011-11-29;30400.0
-1688378968;2011-11-29;30400.0
-1322210155;2011-11-29;30400.0
1917275856;2018-03-07;87100.0
234512443;2011-11-29;30400.0
-989201010;2018-03-07;87100.0
724043458;2018-03-07;87100.0
-1296925817;2011-11-29;30400.0
-1602226789;2011-11-29;30400.0
334721820;2011-11-29;30400.0
-188697007;2011-11-29;30400.0
304201404;2011-11-29;30400.0
-1144376550;2011-11-29;30400.0
684534779;2011-11-29;30400.0
1350458380;2018-03-07;87100.0
109039098;2018-03-07;87100.0
-1109583283;2011-11-29;30400.0
-1036189571;2012-03-06;30400.0
598656072;2018-07-11;50400.0
-2065788762;2018-07-11;50400.0
860971312;2018-07-12;37300.0
-536672806;2018-07-12;37300.0
-1896217523;2018-07-12;37300.0
-891628642;2018-07-12;37300.0
-949957745;2018-07-12;37300.0
1447499172;2018-07-12;37300.0
-444556101;2018-07-12;37300.0
943360225;2018-07-12;37300.0
-1087390616;2018-07-12;37300.0
-408377532;2012-03-06;30400.0
-537281754;2018-07-12;37300.0
904927085;2018-07-12;37300.0
-1873288813;2018-07-12;37300.0
275671677;2018-07-12;37300.0
-1956109207;2018-07-12;37300.0
-2029964611;2018-07-12;37300.0
-390403275;2018-07-12;37300.0
-546089909;2018-07-12;37300.0
-176186172;2018-07-12;37300.0
-350612713;2018-07-12;37300.0
-1780989374;2018-07-12;37300.0
1077725796;2018-07-12;37300.0
-2083402890;2018-07-12;37300.0
-86127897;2018-07-12;37300.0
823237224;2018-07-12;37300.0
-803483011;2018-07-12;37300.0
-1423090213;2018-07-12;37300.0
-2016125082;2018-07-12;37300.0
-200201896;2018-07-12;37300.0
864574863;2018-07-12;37300.0
1792701417;2018-07-12;37300.0
-46584238;2018-07-12;37300.0
-1790903465;2018-07-12;37300.0
1527370230;2018-07-12;37300.0
-671660554;2018-07-12;37300.0
581532731;2018-07-12;37300.0
-56960548;2018-07-12;37300.0
1402328448;2018-07-12;37300.0
498146044;2018-07-12;37300.0
-555751731;2018-07-12;37300.0
313362504;2018-07-12;37300.0
-1570103475;2018-07-12;37300.0
472796004;2018-07-12;37300.0
-307911145;2018-07-12;37300.0
-1469560662;2018-07-12;37300.0
-1235772738;2018-09-11;137200.0
1068205360;2018-07-25;87100.0
-1864605046;2018-07-25;87100.0
-693301094;2018-09-11;137200.0
242505059;2018-09-11;137200.0
-1980352733;2018-07-25;87100.0
-812156524;2018-07-25;87100.0
-1861450910;2018-09-11;137200.0
1522188000;2018-09-11;137200.0
1435266922;2018-09-11;137200.0
-210239320;2018-09-11;137200.0
-26334627;2018-09-11;137200.0
-551552690;2018-09-11;137200.0
-1198896899;2018-09-11;137200.0
773491663;2016-06-03;87200.0
-57255241;2016-06-03;87200.0
-596928169;2016-06-03;87200.0
591588917;2016-06-03;87200.0
-937236736;2016-06-03;87200.0
1496344303;2014-01-06;12000.0
1609984142;2017-06-01;91900.0
1306677384;2017-06-01;91900.0
-1024850791;2018-08-02;348900.0
1622190009;2018-08-02;348900.0
-1581537509;2018-08-02;348900.0
-1486153484;2018-08-02;348900.0
1392875354;2018-08-02;348900.0
-982408075;2018-08-02;348900.0
-403227850;2017-07-06;127500.0
-1788281913;2017-07-06;127500.0
-2011880351;2017-08-24;87200.0
1330569181;2017-08-24;87200.0
-1511393645;2017-06-01;87200.0
318256039;2017-06-01;87200.0
1502247886;2017-06-01;87200.0
1872427333;2017-07-28;137200.0
-1232215970;2017-07-28;137200.0
-239713989;2017-08-24;87200.0
1666984279;2017-08-24;87200.0
789577827;2017-07-28;137200.0
-1212918552;2017-07-28;137200.0
-938773526;2017-07-28;137200.0
-47411453;2017-07-28;137200.0
561931394;2017-06-01;87200.0
940142502;2017-08-24;87200.0
599940011;2017-08-24;87200.0
1548037759;2017-06-01;87200.0
1189582110;2017-07-28;137200.0
669876703;2017-07-28;137200.0
-236157858;2017-07-28;137200.0
1342845430;2017-07-28;137200.0
-469090608;2017-06-01;87200.0
1472167679;2017-06-01;87200.0
875953755;2017-08-25;127500.0
1325624262;2017-07-28;137200.0
-972599258;2017-07-28;137200.0
1572754969;2017-07-28;137200.0
-832347746;2017-07-28;137200.0
-998713239;2017-07-28;137200.0
-1250925815;2017-08-24;87200.0
30287277;2017-08-24;87200.0
-1556181315;2017-07-28;137200.0
-1118622841;2017-07-28;137200.0
-404019780;2017-06-01;87200.0
-2112182868;2017-07-28;137200.0
1464567958;2017-08-24;87200.0
147438551;2017-08-24;87200.0
1219469872;2017-08-24;87200.0
1178424368;2017-08-24;87200.0
1368889089;2017-08-24;87200.0
683935551;2017-08-24;87200.0
-917380771;2017-06-01;87200.0
-1162397569;2017-08-24;87200.0
-354338027;2017-08-24;87200.0
-1172605909;2017-06-01;87200.0
-1672555312;2017-06-01;87200.0
-1027206001;2017-06-01;87200.0
-1328858777;2017-06-01;87200.0
-1619035117;2017-06-01;87200.0
2026306485;2017-06-01;87200.0
1278886905;2017-06-01;87200.0
2114635898;2017-07-28;137200.0
-27544371;2017-08-24;87200.0
1789209073;2017-08-24;87200.0
1287810496;2017-08-24;87200.0
-1993400138;2017-08-24;87200.0
-263047755;2017-06-01;87200.0
1289587113;2017-08-24;87200.0
-507887656;2017-08-24;87200.0
-684146686;2017-06-01;87200.0
-1240573599;2017-06-01;87200.0
-668358064;2017-06-01;87200.0
1246103013;2017-06-01;87200.0
1015412650;2017-07-28;137200.0
784030227;2017-07-28;137200.0
-1278447470;2016-06-16;87200.0
1861920119;2016-06-16;87200.0
1203858132;2017-06-01;91900.0
1698172744;2017-06-01;91900.0
-1664921727;2014-07-16;71900.0
-113601315;2014-07-16;71900.0
2104461581;2018-08-02;348900.0
1505268122;2018-08-02;348900.0
77937360;2017-07-06;127500.0
-99557390;2016-10-20;87200.0
-975223503;2016-10-20;87200.0
1617769208;2015-09-23;87200.0
1148494375;2017-08-01;137200.0
1914887315;2017-08-01;137200.0
1164106476;2017-07-06;127500.0
-301818749;2017-08-25;127500.0
-1359951585;2017-08-25;127500.0
1002643262;2016-07-07;87200.0
184625429;2016-06-16;87200.0
679017222;2016-06-16;87200.0
456223981;2016-07-07;87200.0
-1050247206;2016-06-16;87200.0
-700531786;2016-06-16;87200.0
-845681680;2014-07-16;71900.0
231756558;2014-07-16;71900.0
1038618013;2016-07-07;87200.0
2080789310;2016-06-16;87200.0
-2108067565;2016-06-16;87200.0
253851977;2016-06-16;87200.0
2043381622;2016-06-16;87200.0
-77251155;2017-07-06;127500.0
1340922553;2017-07-06;127500.0
1772157410;2017-08-25;127500.0
-1794692718;2017-07-06;127500.0
2041077054;2017-07-06;127500.0
-1810760306;2017-06-01;91900.0
-619853270;2017-06-01;91900.0
-1648803407;2017-06-01;91900.0
-1081415845;2017-06-01;91900.0
-810989766;2017-06-01;91900.0
-151767757;2017-06-01;91900.0
926348865;2017-06-01;91900.0
-1117886278;2017-06-01;91900.0
-1887194008;2017-06-01;91900.0
308801573;2017-06-01;91900.0
-1169519656;2017-06-01;91900.0
1352059532;2017-08-01;137200.0
1630061814;2017-08-01;137200.0
316134447;2016-07-07;87200.0
-483303003;2017-08-01;137200.0
1581386000;2017-08-01;137200.0
-78210342;2017-08-01;137200.0
-928938484;2017-08-01;137200.0
1329994852;2016-06-16;87200.0
-1388123030;2016-06-16;87200.0
-1160284451;2016-07-07;87200.0
1881485412;2016-10-20;87200.0
-283835223;2016-07-07;87200.0
-1800541001;2016-10-20;87200.0
842741926;2016-10-20;87200.0
2068514341;2016-06-16;87200.0
534740017;2016-10-20;87200.0
1677950763;2017-06-01;91900.0
-1610057992;2017-06-01;91900.0
-291832124;2018-08-02;348900.0
-1195328001;2018-08-02;348900.0
1124896263;2015-09-23;87200.0
-844176945;2015-09-23;87200.0
-253889090;2017-06-01;91900.0
-1943929615;2014-07-16;71900.0
-727746723;2014-07-16;71900.0
-1223332691;2017-06-01;91900.0
1742653881;2017-06-01;91900.0
1205639691;2016-07-07;87200.0
231451606;2016-07-07;87200.0
-530929611;2016-06-16;87200.0
1480955232;2015-09-23;87200.0
-1133786812;2017-08-25;127500.0
-1583804028;2017-07-06;127500.0
-69342182;2017-07-06;127500.0
422991273;2017-06-20;264300.0
862672042;2017-06-20;264300.0
1866398775;2017-06-20;264300.0
764605527;2017-06-20;264300.0
1663501816;2017-06-20;264300.0
2085027293;2017-06-20;264300.0
672715421;2017-06-20;264300.0
-488625209;2017-06-20;264300.0
1332675253;2017-06-20;264300.0
-908511353;2017-06-20;264300.0
176243124;2017-06-20;264300.0
1459831964;2017-06-20;264300.0
-330733254;2017-06-20;264300.0
1035196145;2017-06-20;264300.0
1848533339;2017-06-20;264300.0
-598813191;2017-06-20;264300.0
163447207;2017-06-20;264300.0
1405896602;2017-06-20;264300.0
2061772379;2017-06-20;264300.0
-660398825;2017-06-20;264300.0
1432016627;2018-08-02;348900.0
1668936542;2017-06-20;264300.0
956608861;2017-06-20;264300.0
-2043657894;2017-07-27;32500.0
-1333315033;2017-07-27;32500.0
15474725;2017-06-26;87200.0
896776260;2017-06-26;87200.0
-1862533914;2017-07-27;32500.0
-390405260;2017-07-27;32500.0
-743211919;2017-06-01;87200.0
1346739557;2017-08-25;127500.0
2120945919;2017-07-06;127500.0
202939502;2017-07-06;127500.0
286401737;2017-07-06;127500.0
1723752415;2017-07-06;127500.0
1412609965;2016-06-16;87200.0
1228580882;2016-06-16;87200.0
-1910062902;2016-06-16;87200.0
118164213;2016-06-16;87200.0
-249254792;2016-06-16;87200.0
-346413656;2016-06-16;87200.0
-1615727391;2017-06-01;91900.0
1869865162;2016-06-16;87200.0
36184813;2015-12-02;87200.0
1194688358;2015-12-02;87200.0
-289436101;2015-12-02;87200.0
688886332;2015-12-02;87200.0
-483238073;2017-06-29;87200.0
-707152499;2017-06-29;87200.0
1224649401;2017-06-29;87200.0
569871412;2017-06-29;87200.0
-2100998106;2017-06-29;87200.0
1834988426;2017-06-29;87200.0
849777362;2017-06-29;87200.0
-1315807888;2017-06-29;87200.0
1965880976;2017-06-29;87200.0
-362451307;2017-06-29;87200.0
-1911739292;2017-06-29;87200.0
-1376085198;2017-06-29;87200.0
-718941647;2018-07-11;91600.0
869514065;2018-07-11;91600.0
1311036711;2017-06-29;87200.0
-6404918;2017-06-29;87200.0
-2002786033;2017-06-29;87200.0
-977177863;2017-06-29;87200.0
-1794155053;2017-06-29;87200.0
1754443432;2017-06-05;137200.0
1452177233;2017-06-05;137200.0
-2127882648;2017-06-05;137200.0
-1482821182;2017-06-05;137200.0
1710726127;2017-06-05;137200.0
125638860;2017-06-05;137200.0
-203992299;2017-06-05;137200.0
955253991;2017-06-05;137200.0
-2095901238;2017-06-05;137200.0
-2128707410;2017-06-05;137200.0
-177675709;2017-06-05;137200.0
1747655884;2017-06-05;137200.0
-9271744;2017-06-05;137200.0
-679679584;2017-06-05;137200.0
816152025;2017-06-05;137200.0
1546701848;2017-06-05;137200.0
1693810872;2017-06-05;137200.0
593895893;2017-06-05;137200.0
881291952;2017-06-05;137200.0
-1199121669;2017-06-05;137200.0
1184679178;2016-06-03;87200.0
-99120181;2016-06-03;87200.0
-114988584;2016-06-03;87200.0
-688398072;2013-12-13;12000.0
1814837126;2017-06-16;50400.0
-58297674;2017-06-16;50400.0
-1015349262;2013-12-13;12000.0
1840483374;2017-06-16;50400.0
-632996578;2013-12-13;12000.0
-527129951;2017-06-16;50400.0
2106991633;2017-06-16;50400.0
-172444426;2014-04-07;30400.0
2120947490;2014-04-07;30400.0
374341784;2014-04-07;30400.0
1958241608;2014-04-07;30400.0
1662980737;2014-04-07;30400.0
123134766;2014-04-07;30400.0
-1072039066;2017-06-16;50400.0
2035725423;2017-06-16;50400.0
-1519666067;2017-06-16;50400.0
-416424181;2017-06-16;50400.0
-20574182;2017-06-16;50400.0
-321154338;2017-06-16;50400.0
-2100587224;2017-06-16;50400.0
-1959381449;2017-06-16;50400.0
1330729948;2017-06-16;50400.0
609583209;2017-06-16;50400.0
-1021104404;2017-06-16;50400.0
-1767204138;2017-06-16;50400.0
1383282559;2017-06-01;87200.0
-1564675000;2013-12-13;12000.0
100277541;2013-12-13;12000.0
1447474435;2013-12-13;12000.0
-1160440268;2013-12-13;12000.0
-2034007870;2013-12-13;12000.0
-502645440;2013-12-13;12000.0
1116407638;2013-12-13;12000.0
796245168;2013-12-13;12000.0
-381822457;2013-12-13;12000.0
-1068831782;2018-01-11;75700.0
-421001819;2013-12-13;12000.0
-1577240777;2018-01-11;75700.0
1719086232;2018-01-11;75700.0
1421376904;2018-01-11;75700.0
1490406105;2018-01-11;75700.0
978993328;2018-01-11;75700.0
-106219902;2018-01-11;75700.0
137150066;2018-01-11;75700.0
-47828688;2018-01-11;75700.0
-851192946;2013-12-13;12000.0
-2085390514;2018-01-11;75700.0
-94207423;2018-01-11;75700.0
-1984178243;2018-01-11;75700.0
-297376808;2018-01-11;75700.0
-1162326816;2018-01-11;75700.0
-194012556;2018-01-11;75700.0
-1282412803;2018-01-11;75700.0
-964351231;2018-01-11;75700.0
-749273474;2018-01-11;75700.0
2016549954;2012-03-06;30400.0
-1328416531;2013-12-13;12000.0
-1973614112;2013-12-13;12000.0
-1391680018;2013-12-13;12000.0
1138627214;2013-12-13;12000.0
-1174749360;2013-12-13;12000.0
347723006;2013-12-13;12000.0
659612441;2013-12-13;12000.0
-904319375;2013-12-13;12000.0
1689327228;2016-12-01;137200.0
1401494000;2016-12-01;137200.0
-1983664856;2013-12-13;12000.0
1204825232;2013-12-13;12000.0
1889663855;2018-08-09;75700.0
-1845603235;2018-08-09;75700.0
1733573342;2016-06-03;87200.0
-494925962;2016-06-03;87200.0
208917129;2016-06-03;87200.0
390470882;2016-06-03;87200.0
-1184673257;2016-06-03;87200.0
-471327600;2016-06-03;87200.0
552649750;2018-07-11;50400.0
-502577219;2018-07-11;50400.0
1394680212;2018-07-11;50400.0
754724697;2018-07-11;59700.0
708766688;2018-07-11;59700.0
-756297525;2018-07-11;91600.0
601728968;2018-07-11;91600.0
-924084383;2018-07-11;50400.0
283101939;2018-07-11;50400.0
1979384915;2018-07-11;59700.0
1546606603;2018-07-11;59700.0
-364155487;2017-08-01;263500.0
1693517945;2018-07-11;50400.0
229159056;2017-08-01;263500.0
-902184892;2017-08-01;263500.0
815810843;2017-08-01;263500.0
-1976252458;2017-08-01;263500.0
-1517788489;2018-08-02;91900.0
1201071832;2018-07-11;202400.0
824838136;2018-07-11;50400.0
-382812088;2017-08-01;263500.0
-1147314151;2018-07-11;202400.0
1606263888;2018-07-11;50400.0
755430854;2018-07-11;50400.0
1673348290;2018-07-11;59700.0
1496308749;2018-07-11;59700.0
-152402152;2018-07-11;91600.0
-257358306;2017-08-01;263500.0
-1976427292;2018-07-11;202400.0
-881222454;2018-07-11;59700.0
333458779;2018-07-11;59700.0
1818225217;2018-07-11;59700.0
-2067306852;2018-07-11;59700.0
-1252104479;2018-07-11;202400.0
-1614239137;2018-07-11;50400.0
554401753;2018-07-11;59700.0
-1799431137;2017-08-01;263500.0
-1056473422;2018-07-11;91600.0
-457524501;2018-07-11;202400.0
-752506132;2018-07-11;50400.0
-1555260668;2018-07-11;59700.0
-146471405;2018-07-11;59700.0
225768924;2018-07-11;59700.0
1227095147;2017-08-01;263500.0
-1113075025;2018-07-11;59700.0
-1779073394;2018-07-11;59700.0
1463540358;2018-07-11;50400.0
-735375078;2018-07-11;202400.0
-1127360206;2018-07-11;59700.0
-64638392;2018-07-11;59700.0
-1762220594;2018-07-11;59700.0
-1251864185;2018-07-11;59700.0
981419243;2018-08-02;91900.0
732805186;2018-07-11;50400.0
769468441;2018-07-11;50400.0
-1883232470;2018-08-02;91900.0
846594873;2018-07-11;50400.0
142044221;2018-07-11;50400.0
601533366;2017-08-01;263500.0
-1704799070;2017-08-01;263500.0
-1610485369;2018-07-11;202400.0
483289617;2018-08-02;91900.0
549738667;2018-08-09;75700.0
-997203918;2018-08-09;75700.0
1573481066;2018-08-02;91900.0
1173749590;2018-08-02;91900.0
67658918;2018-08-02;91900.0
2035918702;2018-07-11;59700.0
817820580;2018-07-11;59700.0
-1143060709;2018-07-11;50400.0
-1471591447;2018-07-11;50400.0
452901941;2018-07-11;59700.0
42959791;2018-07-11;59700.0
109764523;2018-07-11;59700.0
1402393931;2018-07-11;50400.0
-1105452620;2018-07-11;91600.0
2117702361;2018-07-11;91600.0
459840620;2018-07-11;202400.0
1562980597;2017-08-01;263500.0
-1318773030;2017-08-01;263500.0
275902991;2017-08-01;263500.0
2122130884;2017-08-01;263500.0
1689885477;2018-07-11;50400.0
-1818324116;2018-07-11;202400.0
712510083;2018-08-02;91900.0
-2104648899;2018-08-02;91900.0
1911673982;2018-07-11;50400.0
219149899;2018-07-11;202400.0
-1216826894;2018-07-11;50400.0
-884031224;2018-08-02;91900.0
-140856129;2018-07-11;59700.0
1764373402;2018-07-11;50400.0
-476592487;2018-07-11;50400.0
589614844;2018-07-11;50400.0
2026177900;2018-07-11;50400.0
770062998;2018-08-02;91900.0
-184865867;2018-07-11;202400.0
237821049;2018-07-11;202400.0
-425742575;2018-07-11;202400.0
-1634189150;2018-07-11;50400.0
-826530753;2018-07-11;50400.0
-2008045985;2018-07-11;50400.0
-1512148793;2018-07-11;50400.0
1587755724;2018-08-09;75700.0
892419820;2018-08-09;75700.0
469920640;2018-07-11;50400.0
-1883882713;2018-07-11;50400.0
-213296147;2018-07-11;50400.0
229132380;2018-07-11;50400.0
886227872;2018-07-11;202400.0
-1636763269;2018-07-11;202400.0
1407039563;2018-07-11;59700.0
1694207960;2018-07-11;59700.0
-1615913896;2018-07-11;59700.0
835691861;2018-07-11;59700.0
1306171488;2018-07-11;59700.0
-1596242016;2018-07-11;59700.0
390993381;2018-07-11;59700.0
1411288903;2018-07-11;59700.0
1264621110;2018-07-11;59700.0
853762879;2018-08-02;91900.0
242026610;2018-08-02;91900.0
1493212417;2018-08-02;91900.0
-1495606248;2018-07-11;59700.0
-1534767120;2017-08-01;263500.0
1652632126;2017-08-01;263500.0
-1639291087;2018-07-11;202400.0
-647182067;2018-07-11;59700.0
-372627738;2011-11-30;20800.0
-2131226194;2017-08-01;263500.0
-165968788;2018-07-11;50400.0
-1438590002;2018-07-11;50400.0
-1084639517;2018-07-11;50400.0
-985951377;2018-07-11;50400.0
669861635;2018-07-11;59700.0
-356290936;2018-07-11;202400.0
-1049367788;2018-07-11;50400.0
763844095;2018-08-02;91900.0
392416362;2018-08-09;75700.0
53542321;2012-01-03;30400.0
2139549282;2018-07-11;50400.0
1650229634;2018-08-09;75700.0
-1163839126;2018-07-11;50400.0
237411611;2018-07-11;50400.0
-513410336;2018-07-11;59700.0
283270256;2018-07-11;59700.0
-121668770;2017-08-01;263500.0
1243343647;2017-08-01;263500.0
-1836334169;2017-08-01;263500.0
1270313446;2018-08-02;91900.0
1893263727;2012-01-03;30400.0
1979317857;2017-08-01;263500.0
-1208681263;2017-08-01;263500.0
1330883140;2017-08-01;263500.0
-1467421381;2018-08-02;91900.0
1013222149;2018-07-11;202400.0
-1325669816;2018-08-02;91900.0
677477022;2018-07-11;202400.0
772732033;2018-07-11;50400.0
-1313786268;2018-07-11;50400.0
-940197080;2018-07-11;202400.0
-907107583;2012-01-03;30400.0
2080375577;2017-08-01;263500.0
2068319387;2017-08-01;263500.0
192624459;2018-07-11;50400.0
561885328;2018-08-09;75700.0
-1878100693;2018-08-09;75700.0
747383267;2018-07-11;91600.0
865264260;2018-07-11;91600.0
-1545928325;2018-07-11;59700.0
893847593;2018-08-02;91900.0
-572737422;2018-07-11;59700.0
584219535;2018-07-11;50400.0
-1567260252;2018-07-11;59700.0
-1104449238;2018-07-11;50400.0
-66634794;2012-01-03;30400.0
-567578555;2012-01-03;30400.0
186813537;2018-08-09;75700.0
-182082400;2018-08-09;75700.0
1716591065;2018-08-09;75700.0
-934148988;2018-08-09;75700.0
266170306;2018-08-02;91900.0
310680560;2018-08-02;91900.0
-1514412321;2012-01-03;30400.0
778631454;2018-08-02;91900.0
-246198379;2018-07-11;59700.0
832836846;2018-08-02;91900.0
469149265;2018-07-11;50400.0
-1532558613;2018-07-11;50400.0
1836697292;2018-08-02;91900.0
942808482;2018-07-11;50400.0
-1665830620;2018-07-11;50400.0
-603160767;2018-07-11;50400.0
-1725185744;2018-07-11;50400.0
605125362;2018-08-09;75700.0
-355280380;2018-08-09;75700.0
1873411032;2018-07-11;50400.0
241016059;2018-07-11;59700.0
1623452050;2018-07-11;202400.0
1705243266;2012-01-03;30400.0
-1301121519;2012-01-03;30400.0
2047542697;2012-01-03;30400.0
1934643481;2012-01-03;30400.0
616406169;2012-01-03;30400.0
-1937832256;2012-01-03;30400.0
-1506793573;2012-01-03;30400.0
317553706;2018-08-02;348900.0
-1062484251;2018-08-02;348900.0
377299263;2012-01-03;30400.0
-391348807;2012-01-03;30400.0
1148022332;2011-11-30;20800.0
-1056501111;2012-01-03;30400.0
492104722;2012-01-03;30400.0
476875636;2011-11-30;20800.0
-1247249733;2012-01-03;30400.0
935195335;2012-01-03;30400.0
1231202060;2012-01-03;30400.0
2144425259;2012-01-03;30400.0
1895703920;2012-01-03;30400.0
-180859648;2018-08-02;348900.0
-64045906;2017-07-06;127500.0
-1116758402;2017-07-06;127500.0
-1433279944;2011-11-30;20800.0
-162570783;2012-01-03;30400.0
2075166138;2012-01-03;30400.0
67458916;2011-11-30;20800.0
201381855;2017-07-06;127500.0
-177554281;2017-07-06;127500.0
1393294650;2012-01-03;30400.0
1617551240;2012-01-03;30400.0
1904299055;2012-01-03;30400.0
-1808796220;2017-06-01;91900.0
-1829750085;2011-12-23;30400.0
1599590265;2012-01-03;30400.0
-874796876;2012-01-03;30400.0
575003118;2012-01-03;30400.0
1545857361;2012-01-03;30400.0
776010252;2011-11-30;20800.0
-1462357322;2017-06-01;91900.0
-1173260932;2012-01-03;30400.0
-1117637901;2011-11-30;20800.0
318499168;2017-06-01;91900.0
1454447268;2017-06-01;91900.0
-1850358618;2017-07-06;127500.0
